id,screen_name,following,created_at,default_profile,default_profile_image,description,fast_followers_count,favourites_count,followers_count,friends_count,has_custom_timelines,is_translator,listed_count,location,media_count,name,normal_followers_count,pinned_tweet_ids_str,possibly_sensitive,profile_image_url_https,profile_interstitial_type,statuses_count,translator_type,verified,want_retweets,profile_banner_url,url,verified_type,cluster_id,clean_description,user_age,follower_growth_rate,friends_growth_rate,hashtag_in_description,numbers_in_description,status_count,no_type_tweet,no_type_retweet_with_comment,no_type_reply,mean_no_media_per_tweet,mean_no_words,no_languages,mean_no_hashtags,mean_favourites_per_tweet,time_between_tweets,tweet_frequency,min_tweets_per_hour,min_tweets_per_day,max_tweets_per_hour,max_tweets_per_day,max_occurence_of_same_gap,unique_mention_rate_per_tweet,mean_user_mentions_per_tweet,retweet_as_tweet_rate,no_retweet_tweets,mean_retweets_per_tweet,Botometer Score,,"آیا دنبال‌شوندگان/دنبال‌کننده‌ها غیرعادی‌اند؟نسبت غیرمنطقی، فالوورهای فیک (ویژگی‌های شبکه‌ای و تعاملات (Network Features)
الگوهای ارتباطی و شبکه اجتماعی حساب‌ها:
•        نسبت فالوورها به فالووینگ:
o        دنبال‌کردن هزاران نفر و داشتن تعداد کمی فالوور.
o        یا برعکس: داشتن تعداد زیاد فالوور اما بدون تعامل واقعی.
•        خوشه‌های هماهنگ: چند حساب با هم توییت مشابه منتشر می‌کنند یا همزمان لایک/ری‌توئیت می‌کنند.
•        شبکه‌های مشابه: داشتن مجموعه‌ای مشابه از فالوورها یا فالووینگ‌ها.
•        Retweet farms: حساب‌هایی که صرفاً ری‌توئیت می‌کنند تا ترند مصنوعی بسازند.)","آیا محتوای توییت‌ها خودکار به‌نظر می‌رسد؟تکراری، تبلیغاتی، ماشینی (•        تکرار متن: پست‌های یکسان یا بسیار شبیه بین چند اکانت.
•        الگوهای ثابت: همه توییت‌ها یک ساختار دارند (لینک + هشتگ + ایموجی).
•        غلبه لینک: درصد زیادی از توییت‌ها شامل لینک هستند.
•        هشتگ‌های پرکاربرد: استفاده از ترندها برای جلب توجه، حتی اگر بی‌ارتباط باشند.
•        منشن گسترده: منشن کردن تعداد زیادی کاربر برای تبلیغ یا اسپم.
•        کیفیت زبانی:
o        زبان ماشینی یا ترجمه‌شده خودکار.
o        خطاهای عجیب یا یکنواختی بیش‌ازحد.
•        تنوع پایین واژگان: استفاده مکرر از واژه‌ها و عبارت‌های تکراری.)","آیا پروفایل واقعی به‌نظر می‌رسد؟عکس واقعی، بیوگرافی کامل، نام کاربری (
•        نام کاربری(username/handle):
o        وجود رشته‌های عددی طولانی (user12345678)
o        شباهت زیاد نام‌ها در چند حساب مختلف مثلاً iran_news01, iran_news02، ….
o        نام‌هایی بی‌معنی یا تصادفی (abc_45_klo)
•        تصویر پروفایل:
o        استفاده از تصویر پیش‌فرض یا avatar عمومی
o        تصاویر دزدیده‌شده یا تکراری می‌توان با جستجوی معکوس گوگل بررسی کرد.
o        کیفیت پایین یا غیرمرتبط (مثلاً لوگوی تصادفی).
•        بیو (Bio):
o        بیوهای خالی یا خیلی کوتاه.
o        بیوهای تکراری بین چند حساب (کپی/پیست).
o        استفاده از کلمات کلیدی مثل bot, feed, auto، یا فقط هشتگ.
•        تاریخ ایجاد حساب:
o        حساب‌های خیلی جدید که در همان روز/هفته صدها توییت می‌زنند.
o        موجی از حساب‌های جدید در بازه زمانی کوتاه.
•        لینک‌ها در پروفایل:
o        لینک‌های کوتاه‌شده (tinyurl) که مقصدشان تبلیغی یا مشکوک است.
o        تکرار یک دامنه در پروفایل چند حساب مشابه.)","آیا رفتار زمانی توییت‌ها طبیعی است؟ارسال نامنظم، در ساعات مختلف (فرکانس بالا: ارسال ده‌ها یا صدها توییت در روز.
•	پایداری زمانی: فعالیت ۲۴/۷ بدون استراحت (انسان نیاز به خواب دارد).
•	فواصل منظم: توییت‌ها دقیقاً در بازه‌های منظم (مثلاً هر 10 دقیقه).
•	انفجار فعالیت Burstiness : ناگهان در مدت کوتاه صدها پست منتشر می‌کنند.
•	زمان‌بندی نامعمول: کاربر فرضی ایرانی که همیشه در نیمه‌شب ایران فعال است.)","آیا تعامل با دیگران وجود دارد؟ریپلای، منشن، گفت‌وگو با کاربران (ویژگی‌های رفتاری در مکالمه (Conversational Features)
•        پاسخ‌دهی کم: حسابی که تقریباً هیچوقت جواب مستقیم نمی‌دهد.
•        پاسخ‌های ماشینی: جملات کلیشه‌ای و تکراری مثل ""Great post!"" یا ""Nice info""
•        تأخیر یکنواخت در پاسخ: مثلاً همیشه ۳ ثانیه بعد جواب می‌دهد.
•        نبود تعامل شخصی: اشاره نکردن به تجربیات فردی یا مکالمات واقعی.)",آیا توییت‌ها متنوع و طبیعی‌اند؟زبان انسانی، نظر شخصی، طنز، تعامل,آیا فرکانس استفاده از یک هشتگ زیاد است,LLM(ChatGPT),LLM(Gemini),Grok 4,listed_growth_rate,followers_friend_ratio,description_length,num_digits_in_name,num_digits_in_username,url_in_description,retweet_ratio,no_tweets_on_creation_day,no_tweets_on_creation_week,"class (1:bot, 2:human, 3:News Agent, 4:unverified)",tagger's name 2,Probe2,"class (1:bot, 2:human, 3:News Agent, 4:unverified)_1",Reason2,tagger's name 3,Probe3,"class (1:bot, 2:human, 3:News Agent, 4:unverified)_2",Reason3,فرکانس استفاده از یک هشتگ یکسان بالا است.,شباهت زیادی بین متن پست های کاربر هست.,فواصل زمانی منظم و یکسان بین ارسال پست ها,انفجار فعالیت ( ارسال تعداد پست زیاد در بازه زمانی یک ساعت),انفجار فعالیت ( ارسال تعداد پست زیاد در بازه زمانی یک روز),اغلب پست ها ریتوییت هستند,تعداد منشن بقیه کاربران زیاد است,تعداد حساب هایی که بیو های مشابه این کاربر دارند زیاد است,بیو حساب شامل اطلاعات شخصی است ( برای مثال اسم دانشگاه، مدرک تحصیلی ، نام محل کار و...) ( نیاز به بررسی دستی حساب ها یا استفاده از llm دارد),ارسال تعداد پست زیاد در روز ایجاد حساب,ارسال تعداد پست زیاد در هفته ایجاد حساب,نداشتن گفت و گو با بقیه کاربران ( گذاشتن ریپلای های متوالی به پست های یکدیگر),تصویر پروفایل واقعی باشد ( نیاز به بررسی دستی حساب ها دارد),برچسب نهایی
1.24668E+18,pahlavirezacpar,0,2020-04-05T06:08:47+00:00,TRUE,FALSE,پادشاه ممالک محروسه، سَمت هیچ کس نیستم، من فقط اون چیزی که فکر می‌کنم مستدل هست رو قبول دارم و مینویسم.(مجاهد⛔),0,32180,6847,70,TRUE,FALSE,23,,3895,Rezapahlavi.parody❄️,6847,['1272952031712608260'],FALSE,https://pbs.twimg.com/profile_images/1677334528577118211/7oWr4TgS_normal.jpg,,25331,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1246681129559572480/1670932637,,,1,پادشاه ممالک محروسه، سَمت هیچ کس نیستم، من فقط اون چیزی که فکر می‌کنم مستدل هست رو قبول دارم و مینویسم.(مجاهد),1826,3.749726,0.038335,0,0,25331,11,2,0,0.866667,24.26667,1,1.066667,283.4,6693461,13.8724,0,0,2,2,3,0,0,2301.636364,25318,11.73333,0.8/5,,,,,,,,,,,,0.011616,97.81429,111,0,0,0,0.000813,0,0,2,soltani,0.1,2,تعامل زیاد / فحاشی / فالور زیاد ,soltani,0,2,تعامل زیاد با بقیه کاربران / فحاشی / فالور زیاد ,0,0,0,0,0,0,0,0,0,0,0,0,,human(2)
4847086839,ahampay,0,2016-01-25T22:36:44+00:00,TRUE,FALSE,"Freedom for Iran. 
نوربرتاریکی‌پیروزاست.",0,166223,25338,397,TRUE,FALSE,73,"Hamburg, Germany",10243,Arash Hampay آرش همپای,25338,['1883825641956724904'],FALSE,https://pbs.twimg.com/profile_images/1849140877500850176/_Z2itc2Z_normal.jpg,,76418,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/4847086839/1738883935,,,1,"Freedom for Iran. 
 نوربرتاریکی‌پیروزاست.",3358,7.545563,0.118225,0,0,76418,18,0,0,0.909091,18.81818,2,1.136364,563.4091,819322.9,22.757,0,0,2,6,5,0,0.181818,4244.444444,76400,96.04545,0.9/5,,,,,,,1,1,,,,0.020786,63.82368,40,0,0,0,0.232614,0,0,2,ParhamTehrani,0.2,2,ادبیات انسانی|تعامل لا کاربران |تعداد تویت وریتو کاربران زیاد|بیشترین تعداد تویت در روز و ساعت زیاد|عمر زیاد حساب,Vazifeh,0.2,2,اکانت رشد و فعالیت های نرمالی دارد/تعامل با کاربران دارد /بیشترین تویت در روز وساعت زیاد و فعالیت در بخش های مختلف بیشتر ریپلای دارد نرخ رشد و نسبت های فالور وفالو طبیعی و ایمپرشن طبیعی دارد/لحن انسانی دارد/,0,0,0,1,1,0,0,0,0,0,0,0,,human(2)
47705769,Najibnaik,0,2009-06-16T18:45:30+00:00,FALSE,FALSE,I am a former U.S. Official. Opinions expressed here are my personal views.,0,866,61539,604,FALSE,FALSE,106,Washington DC,225,Bijan R. Kian,61539,['1609363175727857664'],FALSE,https://pbs.twimg.com/profile_images/1327821779570622464/_oUenRI2_normal.jpg,,1872,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/47705769/1415068989,https://t.co/yoyAQ85BXo,,1,I am a former U.S. Official. Opinions expressed here are my personal views.,5772,10.66164,0.104643,0,0,1872,0,1,0,0,38,1,0,529,0,0.324324,1,1,1,1,1,0,0,1871,1871,71,0.2/5,,,,,,,,,,,,0.017887,101.8858,75,0,0,0,0.116667,0,0,4,jalilinia,0.1,2,اکانت شخصی و قدیمی ست / اکانت میتونه خارحی باشه / دیتاست کافی نیست ,ParhamTehrani,0.1,2,اطلاعات شخصی در مشخصات | تعامل کاربران|عمر زیاد حساب|فعالیت طبیعی,0,0,0,0,0,0,0,0,1,0,0,0,,human(2)
1.53069E+18,ANUBIS_GOD2,0,2022-05-28T23:35:38+00:00,TRUE,FALSE,"خالق هشتگ:
#توئیت_مرگ 
اعلان منو روشن کنید چون فقط توئیت مرگ میزنم. نه کامنت نه جر و بحث!",0,57816,10185,8678,TRUE,FALSE,8,,2111,"آنوبیس ""خدای مرگ""",10185,['1585045992487137280'],FALSE,https://pbs.twimg.com/profile_images/1783819687907745792/LFBPp98N_normal.jpg,,5576,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1530694231945269248/1673707849,,,1,"خالق هشتگ:
 توئیت_مرگ 
 اعلان منو روشن کنید چون فقط توئیت مرگ میزنم. نه کامنت نه جر و بحث!",1043,9.765101,8.32023,1,0,5576,76,1,0,1.363636,30.45455,1,2.415584,282.5455,973827.1,5.346117,0,0,2,4,1,0,0,72.35526316,5499,50.44156,2.5/5,,,,,,,,,,,,0.006683,1.173658,89,0,1,0,0.056202,0,0,2,ParhamTehrani,0.2,2,تعامل داشتن|تعداد فالور ها و فالو ها زیاد |بیشترین تعداد فعالیت در روز و ساعت زیاد|تعداد لایک و ریتویت توسط کاربران طبیعی|تعداد فعالیت طبیعی|بیشتر فعالیت ریپلای و تویت,kargar,0.7,1,نام کاربری و بیو عجیب/ دعوت به عدم تعامل در بیو/ تعداد لایک و ویو خیلی کمتر از فالور ها,0,0,0,0,0,0,0,0,0,0,0,0,,human(2)
1.0479E+18,Cowboy_datoboy,,2018-10-04T17:39:33+00:00,TRUE,FALSE,,0,63586,54743,360,TRUE,FALSE,6,"Northwest Territories, Canada",270,گاوچرون آمریکای شمالی,54743,['1568442426670608385'],FALSE,https://pbs.twimg.com/profile_images/1427738163917688835/qE3l8ee1_normal.jpg,,21999,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1047904067970723840/1625509275,,,1,,2375,23.04968,0.151579,0,0,21999,1,0,0,0,56,1,1,1561,0,9.262737,1,1,1,1,1,0,0,21998,21998,60,0.3/5,,,,,,,,,,,,0.002372,152.0639,0,0,0,0,0.025157,0,0,2,Baghi,0.2,2,گفتار انسانی دارد/با بقیه کاربران در تعامل است/ فعالیت منطقی در روز و فعالیت زیاد در ساعت/نسبت فالور و فالویینگ منطقی است/,Abbasgholi,0.4,2,تعداد توییت ها منطقی، زمان بین توییت ها زیاد، لحن انسانی،,0,0,0,0,0,0,0,0,0,0,0,0,,human(2)
7.10746E+17,marianmeyer0,0,2016-03-18T08:32:50+00:00,TRUE,FALSE,هیچ نگو ، نگاه کن ، ما مردگانیم,0,147019,5406,876,TRUE,FALSE,11,Deutschland,7936,Marian🎗️,5406,['955540678641033216'],FALSE,https://pbs.twimg.com/profile_images/1572110379446067200/iJjk0bFG_normal.jpg,,117262,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/710745766827061248/1703261027,,,4,هیچ نگو ، نگاه کن ، ما مردگانیم,3305,1.635703,0.265053,0,0,117262,11,2,2,0.961538,26.42308,3,1.461538,125.9615,2961875,35.48018,0,0,4,12,12,0.076923,0.269231,10658.81818,117247,19.88462,0.4/5,,,,,,,,,,,,0.00318,6.171233,31,0,1,0,0.482054,0,0,1,,0.3,2,تعداد توییت در روز و ساعت زیاد، تکرار زیاد بازه زمانی یکسان بین 2 توییت متوالی، لحن پیام ها انسانی است، تعامل داشتن با بقیه کاربران,Jalilinia,0.6,1,فواصل یکسان / دارای فعالیت انفحاری / بدون تعامل ,0,0,1,1,1,0,0,0,0,0,0,0,,bot(1)
1.30069E+18,omid_133A,,2020-09-01T06:56:39+00:00,TRUE,FALSE,"بگذار که بر شاخه ی این صبح دل آویز
 بنشینم و از عشق سرودی بسرایم
آن گاه به صد شوق چو مرغان سبک بال
پر گیرم از این بام و به سوی تو بیایم...

فریدون مشیری",0,129893,6647,3076,TRUE,FALSE,9,,7746,. ..امید روشن🕊️,6647,['1848268540291199017'],FALSE,https://pbs.twimg.com/profile_images/1881286916294737920/SGS7OOkT_normal.jpg,,97715,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1300687199764189185/1716481281,,,4,"بگذار که بر شاخه ی این صبح دل آویز
  بنشینم و از عشق سرودی بسرایم
 آن گاه به صد شوق چو مرغان سبک بال
 پر گیرم از این بام و به سوی تو بیایم...
 
 فریدون مشیری",1677,3.963626,1.834228,0,0,97715,1,0,0,1,21,1,1,177,0,58.26774,1,1,1,1,1,0,0,97714,97714,7,0.9/5,,,,,,,,,,,,0.004915,2.160923,152,0,3,0,0.296346,0,0,2,soltani,0,2,عکس پروفایل واقعی /تعاملات زیاد با بقیه کاربران / هشتگ زیاد ولی تکراری نیست,Abolhasani,0.7,1,نرخ توییت روزانه بالا- فواصل مشخص دارد- تعامل با دیگران- نرخ رشد فالور نرمال,0,0,1,0,1,0,0,0,0,0,0,0,,human(2)
1.13057E+18,ANITABAKT,0,2019-05-20T20:37:48+00:00,TRUE,FALSE,"در آنجا رهزنی،آدم کشی،خون ریزی آزادست،
ودست وپای آزادی ست در زنجیر...",0,244754,10050,829,TRUE,FALSE,11,همون قدر نزدیک،همون قدر دور,7368,ANITA,10050,['1224312449677037568'],FALSE,https://pbs.twimg.com/profile_images/1835607569873698816/sOj74dZv_normal.jpg,,102484,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1130573358687543297/1722106548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004781,12.12304,69,0,0,0,0.564164,0,0,1,,0.2,2,لحن پیام ها انسانی است، سن حساب زیاد است، داشتن تعامل با بقیه کاربران,Jalilinia,0.7,1,تعداد پست بالا / ویو نسبت به فالور کم هست / فوصال زمانی یکسان در توییت ها /,0,0,1,0,1,0,0,0,0,0,0,0,,bot(1)
1.52047E+18,nafasjan903269,0,2022-04-30T18:39:40+00:00,TRUE,FALSE,"گفتم کجا گفتا به خون...🥀
انقلابیِ پیرو ولایت🇮🇷

(اکانت دوم)
عاشق مبارزه با دشمن آل علی (ع)",0,81536,8922,8284,TRUE,FALSE,6,,6581,🇮🇷مائده رضوی 🇮🇷,8922,['1593024656709390337'],FALSE,https://pbs.twimg.com/profile_images/1785824896053854208/KgRms70s_normal.jpg,,48053,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1520472906073059335/1710210936,https://t.co/BuZ77wifIl,,4,"گفتم کجا گفتا به خون...
 انقلابیِ پیرو ولایت
 
 (اکانت دوم)
 عاشق مبارزه با دشمن آل علی (ع)",1071,8.330532,7.734827,0,0,48053,0,0,1,1,10,1,1,4,0,44.86741,1,1,1,1,1,1,1,48052,48052,0,2.0/5,,,,,,,,,,,,0.004898,1.077016,90,0,6,0,0.070403,0,0,2,,0.1,2,بیو شامل دیتای شخصی/ کاربرد با سایر کاربران تعامل دارد/شباهت زیادی بین متن پست های کاربر هست./ انفجار فعالیت در روز,Vazifeh,0.1,2,با کاربران تعامل دارد/لحن توییت ها انسانی است/ریتوییت های زیادی دارد/نرخ رشد و نسبت منطقی ای دارد,0,1,0,0,1,0,0,0,0,0,0,0,,human(2)
1.25123E+18,hamidsanati6661,0,2020-04-17T19:43:31+00:00,TRUE,FALSE,Secretary-General of melimihani organisation #ستاد_هفت_آبان,0,13677,9106,3454,TRUE,FALSE,12,,610,Hamid Sanati,9106,['1271430541439574016'],FALSE,https://pbs.twimg.com/profile_images/1855314071483985921/CD0-1bAk_normal.jpg,,3036,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1251234815493496836/1682970380,https://t.co/sQFyH2bOp4,,1,Secretary-General of melimihani organisation ستاد_هفت_آبان,1814,5.019846,1.904079,1,0,3036,24,1,0,1,37.33333,1,3.066667,644.5,2980578,1.673649,0,0,2,3,6,0.033333,0.033333,125.4583333,3011,114.5333,0.6/5,,,,,,,,,,,,0.006098,2.636364,59,0,4,0,0.175439,0,0,4,Vazifeh,0,2,اکانت منتسب  به شخص حقیقی است/تعامل با کاربران دارد /فعالیت در بخش های مختلف بیشتر ریپلای دارد نرخ رشد و نسبت های فالور وفالو طبیعی و ایمپرشن طبیعی دارد/لحن انسانی دارد/ اطلاعات شخصی موجود است,ParhamTehrani,0.2,2,ادبیات انسانی | فعالیت طبیعی,0,0,0,0,0,0,0,0,1,0,0,0,,human(2)
8.587E+17,aghayehesam,0,2017-04-30T15:10:08+00:00,TRUE,FALSE,مثلاً موزیسین | سبز زیتونی | صرفاً نظر شخصی,0,197418,20436,1626,TRUE,FALSE,18,France,434,آقای حسام,20436,['1709581602521493746'],FALSE,https://pbs.twimg.com/profile_images/1888304017186369536/hMKbhD7O_normal.jpg,,47078,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/858699998120353792/1700156986,https://t.co/4ls8ho0FBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059,12.56827,43,0,0,0,0.017799,0,0,4,Jalilinia,0.4,4,داده کافی موجود نیست / ,soltani,0.7,1,تعامل کم / ریتوییت بسیار زیاد / توییت های تکراری / استفاده زیاد از هشتگ,0,0,0,0,0,0,0,0,0,0,0,0,,unverified(4)
1.12721E+18,saraghavamian,0,2019-05-11T13:48:40+00:00,TRUE,FALSE,"When power cannot be changed at the ballot box,it will, sooner or later be changed on the streets.#regimechangeforiran.secular democracy#constitutionalmonarchy",0,67893,5121,2072,TRUE,FALSE,21,Tehran,3912,Sara_Ghavamian,5121,['1574371237081616384'],FALSE,https://pbs.twimg.com/profile_images/1629527110464290818/v0MH0dJF_normal.jpg,,25252,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1127208905778585601/1559843088,,,1,"When power cannot be changed at the ballot box,it will, sooner or later be changed on the streets.regimechangeforiran.secular democracyconstitutionalmonarchy",2156,2.375232,0.961039,1,0,25252,19,2,2,0.875,23.83333,2,1.125,309.9583,3030538,11.71243,0,0,2,3,2,0.166667,0.25,1327.842105,25229,67.25,0.4/5,,,,,,,,,,,,0.009091,2.471525,159,0,0,0,0.586842,0,0,2,kargar,0.5,2,نام کاربری طبیعی / تعداد توییت ها زیاد/بیو مطابق ترند,kargar,0.2,2,نام کاربری شخصی/ بیو مطابق ترند/میانگین لایک مناسب/ استفاده از هشتگ کم,0,0,0,0,0,0,0,0,0,0,0,0,,human(2)
1.02112E+18,daystar98173834,0,2018-07-22T20:08:16+00:00,TRUE,FALSE,#جاویدشاه #بازگشت_به_مشروطه #KingRezaPahlavi👑,0,240507,7819,1482,TRUE,FALSE,16,,1513,Day Star⭐️👑,7819,['1592183564451602435'],FALSE,https://pbs.twimg.com/profile_images/1651261812740964361/qoPfT2tt_normal.jpg,,61465,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1021124789044490240/1681596696,,,1,جاویدشاه بازگشت_به_مشروطه KingRezaPahlavi,2449,3.192732,0.605145,1,0,61465,112,25,8,0.966887,29.71523,1,2.125828,141.3642,683964.9,25.098,0,0,4,4,7,0.086093,0.211921,547.5,61320,50.7947,0.8/5,,,0,0,0,0,1,1,,,,0.006147,5.275978,45,0,8,0,0.902465,0,0,2,Jalilinia,0.6,1,شباهت زیاد بین متن های توییت ها / دارای فعالیت انفجاری در توییت زدن / دارای بیو ترند هست / ,soltani,0.9,1,تعامل کم / ریتوییت بسیار زیاد / توییت های تکراری / استفاده زیاد از هشتگ,0,1,0,0,1,0,0,0,0,0,0,0,,bot(1)
1.45927E+18,FereydounJRL,,2021-11-12T21:20:36+00:00,TRUE,FALSE,"کسی کاو هوای فریدون کند
دل از بند ضحاک بیرون کند",0,3,15490,6,FALSE,FALSE,34,,712,فصلنامه فریدون,15490,['1874195356969259202'],FALSE,https://pbs.twimg.com/profile_images/1459270389033586690/oJ5C9Z3N_normal.jpg,,910,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1459269542639767556/1636805987,https://t.co/bbvJGi2x9O,,1,"کسی کاو هوای فریدون کند
 دل از بند ضحاک بیرون کند",1240,12.49194,0.004839,0,0,910,3,0,0,1,236.75,1,0,542.25,12649916,0.733871,0,0,2,2,2,1,1,302.3333333,907,108,1.4/5,,,,,,,,,,,,0.02439,2581.667,48,0,0,0,0.106145,0,0,2,Vazifeh,0,4,با کاربران تعاملی ندارد,ParhamTehrani,0.3,2,,0,0,0,0,0,0,0,0,0,0,0,1,,human(2)
2414979296,siamakfarid,0,2014-03-27T22:40:10+00:00,TRUE,FALSE,سیامک فرید شغلم تکنیسین برق صنعتی ، برای آزادی و عدالت اجتماعی و رفاه مبارزه می کنم. زن،زندگی،آزادی,0,81674,2846,1933,FALSE,FALSE,15,"zamin, earth, La terre",2886,Siamak Farid سیامک فرید,2846,[],FALSE,https://pbs.twimg.com/profile_images/1857209151723601920/AencNROZ_normal.jpg,,37969,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/2414979296/1704241894,,,1,سیامک فرید شغلم تکنیسین برق صنعتی ، برای آزادی و عدالت اجتماعی و رفاه مبارزه می کنم. زن،زندگی،آزادی,4027,0.70673,0.48001,0,0,37969,1,0,0,0,51,1,2,95,0,9.428607,1,1,1,1,1,0,0,37968,37968,11,0.1/5,,,,,,,,,,,,0.003588,1.472323,99,0,0,0,0.448718,0,0,2,Baghi,0.2,2,بیو شامل اطلاعات شخصی است/ با بقیه کاربران در تعامل است/میزان فعالیت در روز و ساعت طبیعی است/,Abbasgholi,0.1,2,نام اکانت بنظر واقعی میاد، سن حساب زیاد، لحن انسانی، زمان بین توییت ها کم،,0,0,0,0,0,0,0,0,1,0,0,0,,human(2)
115755595,interchapga,0,2010-02-19T20:44:30+00:00,TRUE,FALSE,"🇨🇭I AM SUPPORTING 👑King  @PahlaviReza /
ATHEIST 🌟 Religion & Communism are the Enemy of Humanity 🐶 Animal lovers 🐱 i stand with president Trump❤️",0,54561,2961,703,FALSE,FALSE,3,,3064,anti 𝙄𝙕𝙇𝘼𝙈,2961,['1798351633187004872'],FALSE,https://pbs.twimg.com/profile_images/1874818915949219840/NrhQTUCo_normal.jpg,,11787,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/115755595/1676461550,,,1,"I AM SUPPORTING King @PahlaviReza /
 ATHEIST Religion & Communism are the Enemy of Humanity Animal lovers i stand with president Trump",5524,0.536025,0.127263,0,0,11787,10,0,0,0.9,24.5,1,2.1,313.5,1096408,2.13378,0,0,1,1,1,0,0,1177.7,11777,67.4,0.3/5,,,,,,,,,,,,0.000528,4.211949,145,0,0,0,0.358108,0,0,4,Vazifeh,0.5,2,تعامل چندانی با کاربران دیگر ندارد/بیشتر اکانت را ریتوییت و توییت میم های مختلف تشکیل میدهد/نرخ رشد و نسبت و ایمپرشن طبیعی دارد/ساعات فعالیت انغجاری ندارد/داده کم است اما در ریپلای های موجود لحن انسانی بود,ParhamTehrani,0.2,2,,0,0,0,0,0,0,0,0,0,0,0,0,,human(2)
187615843,mahistan,0,2010-09-06T18:25:20+00:00,FALSE,FALSE,فَر ایران را می ستائیم Political Activist,0,35294,15435,170,TRUE,FALSE,28,"Washington, DC",2849,Behnam Amini بهنام امینی,15435,['1749654588033057012'],FALSE,https://pbs.twimg.com/profile_images/1888071502018310144/gVow8Ndo_normal.jpg,,10879,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/187615843/1583804566,https://t.co/rxXwXiUlZ6,,1,فَر ایران را می ستائیم Political Activist,5325,2.898592,0.031925,0,0,10879,24,5,2,0.666667,65.66667,1,1.666667,1007.595,1796116,2.043005,0,0,4,6,12,0.071429,0.119048,452,10848,177.0952,0.3/5,,,,,,,,,,,,0.00511,90.79412,41,0,0,0,0.252119,0,0,2,Vazifeh,0.1,2,اکانت منتسب به شخص حقیقی است/اکانت قدیمی و نرخ رشد و فعالیت منطقی است/لحن توییت انسانی است,ParhamTehrani,0.1,2,فعالیت طبیعی | تعامل کاربران ,0,0,0,0,0,0,0,0,0,0,0,0,,human(2)
1.2562E+18,irandokht_20,0,2020-05-01T12:33:06+00:00,TRUE,FALSE,"ورود عرزشی، بسیجی، مجاهد، ری استارت🚫 

#پادشاهی_خواهم 💙

#براندازم 

( اکانت سوم )",0,114250,9707,3127,TRUE,FALSE,14,,1846,🆘️🏳️‍🌈☀️👑afsoon💙iraniii👑☀️,9707,['1487040477899542536'],FALSE,https://pbs.twimg.com/profile_images/1519961397605679104/l-uKtOI1_normal.jpg,,79938,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/1256199886518845446/1670944468,https://t.co/MlvW5irWVn,,4,"ورود عرزشی، بسیجی، مجاهد، ری استارت 
 
 پادشاهی_خواهم 
 
 براندازم 
 
 ( اکانت سوم )",1800,5.392778,1.737222,1,0,79938,29,3,1,0.969697,24,2,1.969697,238.1212,968891.4,44.41,0,0,1,2,1,0.060606,0.242424,2755.344828,79905,65.06061,1.3/5,,,,,,,,,,,,0.007165,3.104253,82,0,2,0,0.8,0,0,2,,0.4,2,دیتای شخصی در بیو/ تعاملات بقیه افراد با اکانت بالا اما تعامل خود اکانت کم است/نداشتن تعامل با سایر کاربران,Vazifeh,0.3,2,با بقیه کاربران تعامل دارد/توئیت ها در زمان مشخصی زده نمیشوند / انفجار فعالیت ندارد/ لحن رفتار انسانی است,0,0,0,0,0,0,0,0,0,0,0,1,,human(2)
9.98914E+17,SooreBoz,0,2018-05-22T13:10:56+00:00,TRUE,FALSE,"#جاویدشاه
#ایران_معبد_ماست
#شیروخورشید نماد ایران",0,45456,7980,7438,TRUE,FALSE,1,,394,سورِ بُز,7980,[],FALSE,https://pbs.twimg.com/profile_images/1540401627370225665/hxMeskJu_normal.jpg,,8450,none,FALSE,FALSE,https://pbs.twimg.com/profile_banners/998914105040949249/1734021024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000375,1.072869,49,0,0,0,0.411565,0,0,2,Baghi,0.4,2,هشتگ های متنوع/عدم انفجار فعالیت/تعامل با کاربران/منشن زیاد کاربران/ اطلاعاتی از نحوه گفتار در دسترس نیس/,Abbasgholi,0.5,1,آیدی و نام اکانت فیک، بیو بات گونه، استفاده بسیار از هشتگ، سن حساب نسبتا زیاد،,0,1,0,0,0,0,1,0,0,0,0,0,,human(2)
